label,x0,y0,z0,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20,x21,y21,z21,x22,y22,z22,x23,y23,z23,x24,y24,z24,x25,y25,z25,x26,y26,z26,x27,y27,z27,x28,y28,z28,x29,y29,z29,x30,y30,z30,x31,y31,z31,x32,y32,z32
girando,0.5741468071937561,0.2108614146709442,0.03582872077822685,0.5536882877349854,0.19474580883979797,0.03177124634385109,0.5470660328865051,0.19463706016540527,0.03169944882392883,0.5400466918945312,0.19455230236053467,0.031426116824150085,0.5631508231163025,0.1943892240524292,-0.020747894421219826,0.563622236251831,0.19411985576152802,-0.02055339701473713,0.5636577606201172,0.19385778903961182,-0.020483369007706642,0.5058915019035339,0.20477283000946045,0.0459713377058506,0.5418897867202759,0.20276978611946106,-0.1897438019514084,0.557921826839447,0.22815187275409698,0.05453411117196083,0.5687766671180725,0.22848999500274658,-0.013184364885091782,0.38986003398895264,0.30450767278671265,0.15855059027671814,0.5981107354164124,0.29369768500328064,-0.36720630526542664,0.40579459071159363,0.41855084896087646,0.281888872385025,0.6579652428627014,0.43419039249420166,-0.3664194941520691,0.4816143810749054,0.47482600808143616,0.39221373200416565,0.7506954669952393,0.531995415687561,-0.1654857099056244,0.5057167410850525,0.48857763409614563,0.4210056662559509,0.7686523795127869,0.5619868636131287,-0.1732018142938614,0.5178968906402588,0.4852422773838043,0.38949039578437805,0.7672622799873352,0.5618950128555298,-0.15078692138195038,0.5199169516563416,0.48247793316841125,0.3806924819946289,0.7580348253250122,0.55204176902771,-0.15097996592521667,0.4561886787414551,0.539648175239563,0.14997689425945282,0.5678995847702026,0.5372503995895386,-0.1500793844461441,0.4917657971382141,0.6803969144821167,0.35675761103630066,0.6376558542251587,0.6821267008781433,0.05024079978466034,0.5085893273353577,0.8248926997184753,0.5270538330078125,0.4956805408000946,0.8265412449836731,0.27131029963493347,0.4798074960708618,0.8476369380950928,0.5365003943443298,0.4471207559108734,0.8487015962600708,0.2973402440547943,0.6221598386764526,0.8541115522384644,0.5168908834457397,0.562891960144043,0.8741341829299927,0.2945541739463806
girando,0.5735065340995789,0.21151472628116608,0.012061270885169506,0.5518852472305298,0.19540642201900482,0.007429432589560747,0.5450242161750793,0.1953742951154709,0.007378829643130302,0.5380075573921204,0.19549524784088135,0.007150799967348576,0.5622232556343079,0.19502969086170197,-0.040421757847070694,0.5631082653999329,0.19474905729293823,-0.040224455296993256,0.5634844303131104,0.19449208676815033,-0.04015972092747688,0.5050531625747681,0.20570340752601624,0.02044617384672165,0.5419045090675354,0.2028089314699173,-0.19591926038265228,0.5578872561454773,0.22852930426597595,0.03061860054731369,0.5689519047737122,0.22868217527866364,-0.031210260465741158,0.3899267315864563,0.3060883581638336,0.1505882740020752,0.5993309020996094,0.2933668792247772,-0.37228554487228394,0.40591225028038025,0.4219239354133606,0.23199234902858734,0.661964476108551,0.435461163520813,-0.3663512170314789,0.47016483545303345,0.49436357617378235,0.32072797417640686,0.7542080283164978,0.5306611061096191,-0.16189512610435486,0.4823046624660492,0.5208837389945984,0.3472466468811035,0.773041307926178,0.5599527359008789,-0.17199158668518066,0.4943791627883911,0.5071054697036743,0.3192901611328125,0.7703346610069275,0.5599730014801025,-0.15075640380382538,0.49740517139434814,0.5022932291030884,0.3101437985897064,0.7606756687164307,0.5511940121650696,-0.14882691204547882,0.4564744532108307,0.5370378494262695,0.14935848116874695,0.5683498978614807,0.5355769395828247,-0.14941558241844177,0.49026525020599365,0.6803973317146301,0.3414129316806793,0.63939368724823,0.682279646396637,0.02891729213297367,0.5080860257148743,0.8257955312728882,0.514634370803833,0.4979535639286041,0.8316258788108826,0.2307167798280716,0.47312265634536743,0.8502948880195618,0.5235716104507446,0.4518957734107971,0.8518698811531067,0.25312745571136475,0.5934677124023438,0.8620195984840393,0.48477473855018616,0.5701303482055664,0.8816155195236206,0.21875810623168945
girando,0.5720449090003967,0.21184158325195312,0.003059581620618701,0.5499942898750305,0.19575783610343933,-0.006004118826240301,0.5429688692092896,0.19577573239803314,-0.006022789981216192,0.5359929800033569,0.19602680206298828,-0.006231958512216806,0.5613096952438354,0.19539393484592438,-0.05086907371878624,0.5626506805419922,0.19512005150318146,-0.05068736895918846,0.5633787512779236,0.19488143920898438,-0.050646670162677765,0.504132091999054,0.20631340146064758,-0.008372459560632706,0.5422449707984924,0.20285432040691376,-0.20791389048099518,0.5573018193244934,0.22859644889831543,0.017720436677336693,0.568945586681366,0.22870124876499176,-0.04016801342368126,0.3896150290966034,0.3077738881111145,0.13221655786037445,0.6030129790306091,0.29333195090293884,-0.3840402662754059,0.40075111389160156,0.4255632758140564,0.1906713843345642,0.6662619113922119,0.4351936876773834,-0.36679351329803467,0.46360480785369873,0.5150207281112671,0.26286759972572327,0.7584488987922668,0.5277242660522461,-0.16173763573169708,0.4685114622116089,0.5372212529182434,0.28686222434043884,0.7764508128166199,0.5558860898017883,-0.17210812866687775,0.4857436716556549,0.5323327779769897,0.25970175862312317,0.7723047137260437,0.5559154152870178,-0.1545371562242508,0.48868900537490845,0.525932788848877,0.2520776689052582,0.7629439234733582,0.5482995510101318,-0.14897103607654572,0.45670202374458313,0.5353798270225525,0.1490446776151657,0.5712730884552002,0.5344699025154114,-0.1491156369447708,0.4903857409954071,0.6800412535667419,0.33746427297592163,0.6432857513427734,0.6825648546218872,0.030064325779676437,0.5046610236167908,0.8267918229103088,0.5154799818992615,0.5096117854118347,0.8359226584434509,0.2374955117702484,0.4695052206516266,0.8530217409133911,0.5245846509933472,0.4729755222797394,0.8559182286262512,0.26009365916252136,0.5846272706985474,0.8650162220001221,0.48619315028190613,0.6016204357147217,0.8821030855178833,0.22016844153404236
girando,0.5708228945732117,0.21192334592342377,0.0066686091013252735,0.548677384853363,0.1962297260761261,-0.0060765380039811134,0.5414077043533325,0.19633682072162628,-0.006049774587154388,0.5342853665351868,0.1967463344335556,-0.006213226821273565,0.5608966946601868,0.19591014087200165,-0.04969090223312378,0.5625438094139099,0.19569098949432373,-0.04953145608305931,0.5633952021598816,0.19551323354244232,-0.04950745403766632,0.5031126141548157,0.20711007714271545,-0.03228258714079857,0.543786346912384,0.20306381583213806,-0.22091202437877655,0.5560668110847473,0.2285797894001007,0.016511764377355576,0.5688436031341553,0.22861534357070923,-0.03943440690636635,0.3890621066093445,0.3088768422603607,0.09815093129873276,0.6078311800956726,0.2926640510559082,-0.4024375081062317,0.38333889842033386,0.42719653248786926,0.1292196661233902,0.6763337850570679,0.43444716930389404,-0.3816159665584564,0.43508782982826233,0.5206464529037476,0.19602634012699127,0.7633422017097473,0.5268956422805786,-0.1617625206708908,0.4311189651489258,0.5500364303588867,0.22097563743591309,0.7796482443809509,0.5542585849761963,-0.17098766565322876,0.45170900225639343,0.548038899898529,0.19924187660217285,0.7740999460220337,0.5543133616447449,-0.15507279336452484,0.45481711626052856,0.5428599715232849,0.18784022331237793,0.7656749486923218,0.5473145246505737,-0.14919647574424744,0.45786604285240173,0.5343136191368103,0.15160375833511353,0.5754917860031128,0.5337228775024414,-0.15184198319911957,0.49086299538612366,0.6794818043708801,0.3670441508293152,0.6456729173660278,0.6822988986968994,0.03161557763814926,0.49624791741371155,0.8287277817726135,0.5794208645820618,0.5325693488121033,0.8388991355895996,0.2601158320903778,0.46493101119995117,0.8564702868461609,0.5945063829421997,0.5019921064376831,0.8599153757095337,0.2838215231895447,0.5664726495742798,0.8557430505752563,0.5695502161979675,0.6325048804283142,0.8811960220336914,0.23318396508693695
girando,0.5696846842765808,0.21182787418365479,0.009233078919351101,0.5473408102989197,0.1962280422449112,-0.009357973001897335,0.5398471355438232,0.19633208215236664,-0.009297802112996578,0.5326473712921143,0.1967346966266632,-0.009409081190824509,0.5607093572616577,0.1959906667470932,-0.05182499811053276,0.5625454187393188,0.19582884013652802,-0.05170222371816635,0.563726544380188,0.1957084685564041,-0.05171756446361542,0.5022108554840088,0.20709769427776337,-0.0703493282198906,0.5458517074584961,0.20307396352291107,-0.25562766194343567,0.5544691681861877,0.22810304164886475,0.012153458781540394,0.5687481164932251,0.22823946177959442,-0.041954923421144485,0.3872053325176239,0.30967605113983154,0.05305670201778412,0.6114977598190308,0.29295963048934937,-0.43717193603515625,0.37128564715385437,0.42793697118759155,0.09299983829259872,0.6832922697067261,0.43241724371910095,-0.39640188217163086,0.41262903809547424,0.5217304825782776,0.16446973383426666,0.767357587814331,0.5249781608581543,-0.1552150994539261,0.40986010432243347,0.5491822957992554,0.18572455644607544,0.7860540747642517,0.5516157746315002,-0.15834791958332062,0.4240020215511322,0.5483708381652832,0.16648627817630768,0.7778430581092834,0.5514609217643738,-0.1526569426059723,0.4281202554702759,0.5428093671798706,0.15729784965515137,0.7689895629882812,0.5447425246238708,-0.14517879486083984,0.45896032452583313,0.5343837738037109,0.15884087979793549,0.5781567096710205,0.533851683139801,-0.15930750966072083,0.4912916123867035,0.6787293553352356,0.4162179231643677,0.6467766165733337,0.6821514368057251,0.057298462837934494,0.4921068251132965,0.8287689685821533,0.6714528203010559,0.5682530999183655,0.8437540531158447,0.3269132673740387,0.4656871259212494,0.8566745519638062,0.692618191242218,0.5338212847709656,0.8647722005844116,0.3541232943534851,0.5608407258987427,0.8339645266532898,0.6825851202011108,0.6657078862190247,0.875647783279419,0.3060047924518585
girando,0.5697065591812134,0.212820902466774,0.010836777277290821,0.5473765134811401,0.19729925692081451,-0.008528068661689758,0.539928674697876,0.19727405905723572,-0.008456557989120483,0.5327351689338684,0.197584331035614,-0.008539081551134586,0.561022162437439,0.19739867746829987,-0.05211027339100838,0.5632171034812927,0.19725695252418518,-0.0520101897418499,0.564978301525116,0.19712543487548828,-0.05205556005239487,0.502227246761322,0.20741038024425507,-0.062138237059116364,0.5475166440010071,0.20360533893108368,-0.257729709148407,0.5545027852058411,0.22840583324432373,0.01338924840092659,0.5691239833831787,0.22857944667339325,-0.04214432090520859,0.38719090819358826,0.31211015582084656,0.04843665659427643,0.614913821220398,0.29286208748817444,-0.4397388994693756,0.36201226711273193,0.4304371178150177,0.07383812218904495,0.6896563768386841,0.4273971915245056,-0.40207794308662415,0.4044317603111267,0.5246262550354004,0.13226419687271118,0.7746630311012268,0.5207050442695618,-0.14010053873062134,0.40460923314094543,0.5513275265693665,0.14993996918201447,0.7951717376708984,0.5473604798316956,-0.13742968440055847,0.4193386733531952,0.5504026412963867,0.13320188224315643,0.7842331528663635,0.5467970371246338,-0.13518191874027252,0.42362499237060547,0.5440938472747803,0.1258440911769867,0.7742928862571716,0.539269208908081,-0.13009756803512573,0.4616067111492157,0.5373808741569519,0.15869078040122986,0.5811935663223267,0.5368920564651489,-0.15919919312000275,0.4923769235610962,0.678809404373169,0.40101897716522217,0.6444286704063416,0.6831423044204712,0.0760863646864891,0.4926033318042755,0.8273390531539917,0.6366037726402283,0.6153957843780518,0.8486899137496948,0.3302079439163208,0.47107136249542236,0.8563063740730286,0.6566847562789917,0.5797289609909058,0.8720964193344116,0.35592207312583923,0.5500839352607727,0.821622908115387,0.6419209241867065,0.7068690657615662,0.869036853313446,0.30870646238327026
girando,0.5611200332641602,0.21424078941345215,0.08723244071006775,0.5407846570014954,0.19854964315891266,0.04753725603222847,0.5328724384307861,0.1984243094921112,0.04763275757431984,0.5249659419059753,0.19865992665290833,0.04760175943374634,0.5584689974784851,0.19904474914073944,0.013380355201661587,0.5623382925987244,0.19896742701530457,0.013448798097670078,0.5649709105491638,0.19879481196403503,0.013338879682123661,0.4972919225692749,0.20790022611618042,-0.05169576033949852,0.5501658320426941,0.20428678393363953,-0.22929449379444122,0.5467154383659363,0.2287435233592987,0.06288508325815201,0.5645827651023865,0.22904811799526215,0.01960311271250248,0.38709741830825806,0.3141966164112091,0.03246491029858589,0.6203604936599731,0.2927069365978241,-0.41671714186668396,0.36172863841056824,0.43521326780319214,0.047560710459947586,0.6945794820785522,0.42361971735954285,-0.3552483916282654,0.39725762605667114,0.5314432978630066,0.10787885636091232,0.7777397632598877,0.5171977877616882,-0.07526097446680069,0.4014376699924469,0.5568740367889404,0.12856045365333557,0.798366367816925,0.544320821762085,-0.06506311148405075,0.4155837595462799,0.5557138919830322,0.11231038719415665,0.787109911441803,0.5429254770278931,-0.05974315479397774,0.41863614320755005,0.5487956404685974,0.10273460298776627,0.7767004370689392,0.5344123244285583,-0.06411201506853104,0.4636092483997345,0.5409238934516907,0.15085691213607788,0.587580680847168,0.5396884083747864,-0.15153130888938904,0.49237507581710815,0.6793393492698669,0.37321749329566956,0.6437510251998901,0.6874486804008484,0.09027986228466034,0.49297282099723816,0.8268397450447083,0.6138067245483398,0.6423245668411255,0.8532944321632385,0.31886056065559387,0.47623103857040405,0.8560202121734619,0.646349310874939,0.6189919710159302,0.8839651942253113,0.3428405523300171,0.5510632395744324,0.8152118921279907,0.602204442024231,0.7265262603759766,0.8553023934364319,0.2987484931945801
girando,0.5483761429786682,0.214219868183136,0.17216350138187408,0.5312026143074036,0.19872966408729553,0.11421094089746475,0.5227305889129639,0.19860665500164032,0.11427910625934601,0.5141783952713013,0.19886822998523712,0.11425914615392685,0.553152859210968,0.1994447112083435,0.09320817142724991,0.5597136616706848,0.19946707785129547,0.09326691925525665,0.5646382570266724,0.19933845102787018,0.09309229999780655,0.49099960923194885,0.20803101360797882,-0.06116049736738205,0.5539899468421936,0.20454856753349304,-0.17316393554210663,0.5356868505477905,0.2285417765378952,0.12032249569892883,0.5561002492904663,0.2289801687002182,0.09415716677904129,0.38724127411842346,0.31554025411605835,-0.01860460266470909,0.6324905753135681,0.29268085956573486,-0.36366426944732666,0.3649841845035553,0.43501541018486023,-0.012530762702226639,0.70368492603302,0.4190383851528168,-0.3044033944606781,0.38866692781448364,0.5324836373329163,0.03234023228287697,0.7820907831192017,0.5146443247795105,-0.04109388589859009,0.390142023563385,0.5569184422492981,0.04991206154227257,0.8024889826774597,0.5429753661155701,-0.028671592473983765,0.4031461477279663,0.555124044418335,0.030772525817155838,0.790282130241394,0.5413935780525208,-0.021333953365683556,0.40866193175315857,0.547492504119873,0.026960019022226334,0.7797203660011292,0.5322768688201904,-0.029271721839904785,0.4654012620449066,0.5420613288879395,0.1344643533229828,0.5969498157501221,0.5399776101112366,-0.13521148264408112,0.4920860230922699,0.6801924109458923,0.34885871410369873,0.6437000632286072,0.6895820498466492,0.11774580180644989,0.49299830198287964,0.8268172144889832,0.5746987462043762,0.660189688205719,0.8533928990364075,0.3251437544822693,0.4796960651874542,0.855883777141571,0.6024168729782104,0.6509012579917908,0.8838297724723816,0.3470122516155243,0.5452455282211304,0.8122008442878723,0.5486090779304504,0.73037189245224,0.8462469577789307,0.2957618832588196
girando,0.5397618412971497,0.21305318176746368,0.19792209565639496,0.5243684649467468,0.198560431599617,0.12563364207744598,0.5158113241195679,0.19852973520755768,0.12565256655216217,0.5070832967758179,0.19884923100471497,0.12556783854961395,0.5483731031417847,0.1993366777896881,0.11867491900920868,0.5568628311157227,0.19944041967391968,0.11877952516078949,0.5640420317649841,0.1992727667093277,0.11864376068115234,0.48771560192108154,0.20808283984661102,-0.11003503203392029,0.5585460662841797,0.20459683239459991,-0.14883828163146973,0.5292076468467712,0.2270374298095703,0.12779724597930908,0.5504646897315979,0.2274174839258194,0.11949300020933151,0.38864782452583313,0.31521353125572205,-0.12305425852537155,0.6480209827423096,0.2926800847053528,-0.31042560935020447,0.36758294701576233,0.43425452709198,-0.1059524193406105,0.7162038683891296,0.4166789650917053,-0.2522253692150116,0.37949278950691223,0.531291663646698,-0.019872695207595825,0.7893802523612976,0.5153788328170776,-0.03037276677787304,0.37913334369659424,0.556866466999054,-0.0024643989745527506,0.8081830739974976,0.5435774326324463,-0.018264533951878548,0.3901958167552948,0.554557204246521,-0.017570925876498222,0.7944742441177368,0.5420400500297546,-0.014893203973770142,0.39701735973358154,0.5459882020950317,-0.021458635106682777,0.7844018340110779,0.5331182479858398,-0.022079501301050186,0.46626847982406616,0.5419216156005859,0.07253561913967133,0.6051439642906189,0.5398900508880615,-0.07310636341571808,0.48979437351226807,0.6829168796539307,0.2911149859428406,0.6440190076828003,0.6892467141151428,0.21775983273983002,0.48946675658226013,0.8269459009170532,0.5117876529693604,0.6825166344642639,0.8485711216926575,0.42414742708206177,0.48192453384399414,0.8564311265945435,0.5339959263801575,0.6781604290008545,0.8807458877563477,0.4470187723636627,0.5376314520835876,0.8137438297271729,0.4899359345436096,0.710225522518158,0.8436653017997742,0.40820544958114624
girando,0.5365460515022278,0.2124442458152771,0.22197885811328888,0.5220906734466553,0.19853556156158447,0.14297090470790863,0.5135046243667603,0.19857260584831238,0.14295925199985504,0.5046718716621399,0.19905945658683777,0.14284925162792206,0.546673059463501,0.19927161931991577,0.1480110138654709,0.5557372570037842,0.1993975192308426,0.1481642723083496,0.5638939142227173,0.19925621151924133,0.1480925977230072,0.48784348368644714,0.20834305882453918,-0.12126319110393524,0.563225507736206,0.20460174977779388,-0.10597798228263855,0.5259556174278259,0.2262973040342331,0.1411726325750351,0.5479768514633179,0.22624552249908447,0.14791208505630493,0.3986758589744568,0.3146918714046478,-0.16402724385261536,0.6611806154251099,0.29245564341545105,-0.2337905615568161,0.36822405457496643,0.43307551741600037,-0.1559329777956009,0.7245705723762512,0.4142674505710602,-0.19143284857273102,0.3731711506843567,0.529657244682312,-0.07162154465913773,0.7920589447021484,0.5160133242607117,-0.017652088776230812,0.36989256739616394,0.5561904311180115,-0.06251175701618195,0.8109366297721863,0.5441994071006775,-0.0036269205156713724,0.38091471791267395,0.553520679473877,-0.07132543623447418,0.7954965233802795,0.5427892208099365,-0.0073852832429111,0.3904667794704437,0.5446519255638123,-0.06970877200365067,0.7852075695991516,0.5338051915168762,-0.013293486088514328,0.4684666097164154,0.5405954122543335,0.027471428737044334,0.6130756139755249,0.539208173751831,-0.02788444608449936,0.48901912569999695,0.685542643070221,0.2427280694246292,0.6445830464363098,0.6890527009963989,0.25556617975234985,0.4874907433986664,0.8269767165184021,0.45549440383911133,0.6915648579597473,0.8403009176254272,0.4474620521068573,0.48374834656715393,0.8568146228790283,0.4738917946815491,0.6843141913414001,0.8734557628631592,0.46932515501976013,0.5343152284622192,0.8128615617752075,0.42789405584335327,0.7017483115196228,0.8406552672386169,0.43075448274612427
